文化,簡單,這種中國傳統藝術形式以紙張為原料，通過剪、刻、粘等手法創造出各種圖案，常用於窗花、門花等裝飾。請問這種藝術形式的名稱是？,剪紙
文化,簡單,這種日本傳統藝術是將紙張折疊成各種形狀，如動物、花朵等，不使用剪刀和膠水。請問這種藝術的名稱是？,摺紙/折紙
文化,簡單,這個西方節日起源於古羅馬，每年2月14日慶祝，人們會互贈巧克力、鮮花或卡片表達愛意。請問這個節日的名稱是？,情人節
文化,簡單,這種中國傳統戲劇形式以其豐富的臉譜、誇張的動作和特殊的唱腔而聞名，被聯合國教科文組織列入人類非物質文化遺產。請問這種戲劇形式的名稱是？,京劇
文化,中等,這種日本傳統藝術形式強調和諧、靜謐和簡約，講究泡製、奉茶和品飲的儀式感，反映了「一期一會」的哲學觀念。請問這種藝術形式的名稱是？,茶道
文化,中等,這種中國書法風格始於漢末魏晉時期，以其流暢、自由、富有變化的筆法聞名，代表人物包括王羲之、張旭等。請問這種書法風格的名稱是？,草書
文化,中等,這種源於韓國的醃製蔬菜食品，主要以白菜和蘿蔔為原料，加入辣椒粉、蒜等調味料發酵而成，是韓國料理的重要組成部分。請問這種食品的名稱是？,泡菜（Kimchi）
文化,中等,這種印度傳統舞蹈起源於印度南部的泰米爾納德邦，結合了舞蹈、音樂和敘事元素，表演者通過精確的眼神和手勢傳達故事。請問這種舞蹈形式的名稱是？,巴拉塔納提亞姆
文化,中等,這種源於美國非裔社區的音樂風格，結合了爵士樂、藍調和節奏藍調，特點是強烈的節奏感和情感表達，影響了後來的搖滾樂和嘻哈音樂。請問這種音樂風格的名稱是？,靈魂樂（Soul）
文化,困難,這種藝術形式起源於15世紀意大利的宮廷，結合了音樂、舞蹈和戲劇元素，以其華麗的舞台設計和複雜的聲樂表演而聞名。請問這種藝術形式的名稱是？,歌劇
文化,困難,這種中國文人趣味的活動融合了書法、繪畫和文學，參與者輪流在同一幅作品上添加詩句或畫面，強調文人間的交流和藝術互動。請問這種活動的名稱是？,唱和/詩畫唱和
文化,困難,這種源於印度古代的醫學系統強調身體、心靈和精神的平衡，通過草藥、按摩、瑜伽和冥想等方法促進健康，至今仍在南亞和世界各地實踐。請問這種傳統醫學系統的名稱是？,阿育吠陀醫學
文化,困難,這種源於非洲的宗教和文化傳統在奴隸貿易時期傳入美洲和加勒比地區，融合了非洲信仰和基督教元素，在海地、古巴和巴西等地有不同變體。請問這種宗教傳統的名稱是？,伏都教
文化,困難,這種中東傳統表演藝術結合了詩歌、音樂和敘事，表演者通過說唱形式講述英雄故事或民間傳說，被聯合國教科文組織列為非物質文化遺產。請問這種表演藝術的名稱是？,馬卡姆（Maqam）
娛樂,簡單,這部1994年上映的動畫電影講述了一隻獅子王子辛巴成長的故事，包含經典歌曲《Circle of Life》和《Can You Feel the Love Tonight》。請問這部迪士尼電影的名稱是？,獅子王
娛樂,簡單,這個遊戲系列以捕捉、訓練和戰鬥小精靈為核心玩法，由任天堂於1996年推出，後衍生出動畫、卡牌、電影等多媒體產品。請問這個遊戲系列的名稱是？,精靈寶可夢/寵物小精靈/神奇寶貝
娛樂,簡單,這部科幻電影系列講述了地球與變形金剛之間的故事，主要角色包括博派領袖擎天柱和狂派領袖威震天。請問這系列電影的名稱是？,變形金剛
娛樂,簡單,這種源自韓國的流行音樂以其朗朗上口的旋律、精心編排的舞蹈和時尚造型聞名，在全球範圍內有大量粉絲。請問這種音樂類型的簡稱是？,K-pop
娛樂,簡單,這個日本動漫人物是一隻沒有嘴巴的白色小貓，由三麗鷗公司於1974年創造，成為全球流行的卡通形象。請問這個角色的名字是？,Hello Kitty
娛樂,中等,這部英國電視劇講述了一位來自未來的時間旅行者的冒險故事，主角乘坐一個藍色警亭形狀的時間機器探索宇宙，自1963年首播以來經歷了多位演員扮演主角。請問這部科幻電視劇的名稱是？,神秘博士
娛樂,中等,這位美國導演以其獨特的對稱構圖、鮮豔的色彩和精心設計的場景而聞名，作品包括《布達佩斯大飯店》、《犬之島》和《法蘭西特派》。請問這位導演是誰？,韋斯·安德森
娛樂,中等,這部日本動畫電影講述了一個少女在前往父母工作的新家途中誤入神靈世界的故事，於2001年上映，獲得了第75屆奧斯卡最佳動畫長片獎。請問這部由宮崎駿導演的電影是？,千與千尋/神隱少女
娛樂,中等,這個美國搖滾樂隊由主唱佛萊迪·墨裘瑞（Freddie Mercury）領導，創作了《波西米亞狂想曲》、《We Will Rock You》等經典歌曲。請問這個樂隊的名稱是？,皇后樂隊/Queen
娛樂,中等,這部HBO製作的電視劇改編自喬治·R·R·馬丁的奇幻小說系列，講述了維斯特洛大陸上幾個貴族家族爭奪鐵王座的故事。請問這部劇的名稱是？,權力的遊戲
娛樂,困難,這個由丹麥導演拉斯·馮·特里爾等人於1995年發起的電影運動，提倡使用手持攝影機、自然光源和現場收音等技術，拒絕特效和事後修飾。請問這個電影運動的名稱是？,Dogme 95/狗眼運動
娛樂,困難,這種日本傳統表演藝術起源於17世紀，演員使用精細的木偶表演故事，需要三位操偶師共同操作一個偶人，被聯合國教科文組織列為非物質文化遺產。請問這種表演藝術的名稱是？,文樂/人形淨琉璃
娛樂,困難,這位導演以長鏡頭、黑白影像和對存在主義主題的探索而聞名，代表作包括《第七封印》和《野草莓》，被視為20世紀最具影響力的電影導演之一。請問這位瑞典導演是誰？,英格瑪·伯格曼
娛樂,困難,這種起源於19世紀法國的電影技術使用停格動作創造特效，通過逐幀拍攝和調整物體位置來製造運動的錯覺，是現代定格動畫的前身。請問這種技術的名稱是？,定格攝影技術
娛樂,困難,這種源自西班牙的音樂形式融合了摩爾人、猶太人和吉普賽人的影響，以其激情四溢的吉他演奏、歌唱和舞蹈而聞名，被聯合國教科文組織列為非物質文化遺產。請問這種音樂形式的名稱是？,佛朗明哥
歷史,簡單,這場戰爭發生在1939年至1945年間，涉及全球大多數國家，是人類歷史上規模最大、傷亡最慘重的軍事衝突。請問這場戰爭的名稱是？,第二次世界大戰
歷史,簡單,這位中國古代發明家發明了造紙術，大大促進了文化的傳播和發展，被譽為「造紙術的發明者」。請問這位東漢時期的宦官是誰？,蔡倫
歷史,簡單,這場革命於1789年爆發，推翻了法國的君主制度，提出了「自由、平等、博愛」的口號，對現代民主思想產生了深遠影響。請問這場革命的名稱是？,法國大革命
歷史,簡單,這部由孫中山先生提出的著作闡述了民族主義、民權主義和民生主義的理念，成為中國民主革命的指導思想。請問這部著作的名稱是？,三民主義
歷史,簡單,這位探險家於1492年率領三艘船從西班牙出發，尋找通往印度的西路，最終到達了美洲大陸，開啟了歐洲對美洲的殖民時代。請問這位探險家是誰？,克里斯托弗·哥倫布
歷史,中等,這場戰爭發生在1950年至1953年間，是冷戰時期的第一場熱戰，以38度線為界分裂了朝鮮半島，至今仍未簽訂正式和平條約。請問這場戰爭的名稱是？,韓戰/朝鮮戰爭
歷史,中等,這位中國古代政治家和軍事家輔佐劉邦建立漢朝，著有《韜略》十三篇，提出「明修棧道，暗渡陳倉」等著名計謀。請問這位被譽為「運籌帷幄之中，決勝千里之外」的人物是誰？,張良
歷史,中等,這次事件發生在1966年至1976年間的中國，由毛澤東發動，目的是打倒「走資派」，對中國政治、經濟和文化產生了深遠影響。請問這場運動的名稱是？,文化大革命
歷史,中等,這位古希臘哲學家是柏拉圖的學生，亞歷山大大帝的老師，著有《形而上學》、《政治學》等，對西方哲學有深遠影響。請問這位哲學家是誰？,亞里士多德
歷史,中等,這條古代商業路線連接中國與地中海沿岸國家，促進了東西方文化、宗教和商品的交流，因絲綢貿易而得名。請問這條路線的名稱是？,絲綢之路
歷史,困難,這場戰爭發生在1618年至1648年間，最初是歐洲各國之間的宗教衝突，後來演變為權力鬥爭，以《威斯特伐利亞和約》結束，確立了現代國際關係體系的基礎。請問這場戰爭的名稱是？,三十年戰爭
歷史,困難,這位唐代政治家主持編撰了《貞觀政要》，為唐太宗提供了重要的政治建議，幫助建立了「貞觀之治」的盛世。請問這位被稱為「諫臣」的唐代政治家是誰？,魏徵
歷史,困難,這場發生在1917年的革命推翻了俄國沙皇政權，建立了世界上第一個社會主義國家，對20世紀全球政治格局產生了重大影響。請問這場革命的名稱是？,十月革命
歷史,困難,這種中國古代科舉考試的最高級別考試，由皇帝親自主持，考中者被稱為「狀元」、「榜眼」和「探花」，是古代知識分子的最高榮譽。請問這種考試的名稱是？,殿試
歷史,困難,這位中國古代思想家提出「兼愛」、「非攻」等主張，強調平等互助、反對戰爭，創立了墨家學派，與儒家、道家並稱為戰國時期的顯學。請問這位思想家是誰？,墨子
理科,簡單,這種現象是由地球自轉引起的，使得北半球的流體偏右，南半球的流體偏左，影響氣象和海洋環流。請問這種現象的名稱是？,科里奧利效應
理科,簡單,這種力是使物體保持圓周運動的向心力，方向指向圓心，大小與速度的平方成正比，與半徑成反比。請問這種力的名稱是？,向心力
理科,簡單,這種現象是指光線從一種介質進入另一種介質時改變方向的現象，例如光從空氣進入水中。請問這種光學現象的名稱是？,折射
理科,簡單,這種天體是恆星生命終結階段形成的超高密度天體，由中子組成，直徑只有約20公里但質量可達太陽的數倍。請問這種天體的名稱是？,中子星
理科,簡單,這個物理量表示單位時間內完成的功的多少，單位是瓦特，可以用功除以時間計算。請問這個物理量的名稱是？,功率
理科,中等,這種化學反應是有機化學中的重要反應類型，涉及碳陰離子對羰基碳的親核進攻，可用於形成新的碳-碳鍵。請問這種反應的名稱是？,醛醇縮合反應
理科,中等,這種生物現象是指生物體內特定基因在特定情況下被「關閉」而不表達，常見於表觀遺傳學研究中。請問這種現象的名稱是？,基因沉默
理科,中等,這種物理現象是指電荷在導體表面分佈的傾向，導致導體內部的電場為零，這一原理被應用於法拉第籠的設計中。請問這種現象的名稱是？,靜電屏蔽
理科,中等,這種天文現象是由於地球大氣中的塵埃和冰晶對陽光的散射，使日出和日落時天空呈現紅色調。請問這種現象的名稱是？,瑞利散射
理科,中等,這種數學概念描述了當某物理量趨近於無窮大時系統的行為，常用於研究函數在特定條件下的極限情況。請問這種數學工具的名稱是？,漸近分析
理科,困難,這種物理學理論試圖將量子力學與廣義相對論統一，描述基本粒子為一維弦而非點粒子，是當前物理學的前沿研究領域之一。請問這種理論的名稱是？,弦理論
理科,困難,這種生物學現象描述了某些物種在進化過程中的形態變化呈跳躍式而非漸進式的模式，由古生物學家古爾德和埃爾德雷奇提出。請問這種進化理論的名稱是？,間斷平衡理論
理科,困難,這種化學反應是一種放熱的氧化還原反應，常被用於製備金屬，使用金屬氧化物和鋁粉混合物，反應溫度可達2000攝氏度以上。請問這種反應的名稱是？,熱劑反應/鋁熱反應
理科,困難,這種數學結構是拓撲學中的基本概念，用於研究在連續變形下保持不變的性質，可以分為旋轉群、李群等不同類型。請問這種數學結構的名稱是？,群論
理科,困難,這種物理效應描述了當超導體處於弱磁場中時會排斥磁力線的現象，導致超導體表現出完美的抗磁性，由德國物理學家於1933年發現。請問這種效應的名稱是？,邁斯納效應
社會,簡單,這種社會現象是指人們根據性別、種族、年齡等因素對他人持有的偏見和不公正對待，常導致社會不平等。請問這種現象的總稱是？,歧視
社會,簡單,這種社會問題是指人們在長時間內無法找到工作的狀態，可由經濟衰退、技術變革或結構性因素引起。請問這種問題的名稱是？,失業
社會,簡單,這種社會組織由公民自願組成，獨立於政府運作，旨在解決特定社會問題或提供公共服務，如樂施會、綠色和平等。請問這種組織的通稱是？,非政府組織(NGO)
社會,簡單,這種社會行為是指人們自願付出時間和精力幫助他人，不求物質回報，如參與社區服務、災後重建等。請問這種行為的名稱是？,義工/志願服務
社會,簡單,這種社會制度通過法律確立婚姻關係，規定配偶雙方的權利和義務，在不同文化中有不同形式，如一夫一妻制、一夫多妻制等。請問這種制度的名稱是？,婚姻制度
社會,中等,這種社會現象是指城市人口急速增長，導致城市規模擴大，常伴隨農村人口向城市遷移和工業化發展。請問這種現象的名稱是？,城市化
社會,中等,這種社會學概念描述了社會階層之間的流動性，可以是向上（如通過教育獲得更高的社會地位）或向下的移動。請問這個概念的名稱是？,社會流動性
社會,中等,這種社會理論認為社會是由相互關聯的部分組成的系統，每個部分都為整體的穩定性和連續性做出貢獻，強調社會結構和功能的整合。請問這種理論的名稱是？,結構功能主義
社會,中等,這種社會問題是指人口年齡結構改變，老年人比例增加，出生率下降導致的社會現象，對醫療系統和社會保障體系構成挑戰。請問這種現象的名稱是？,人口老化
社會,中等,這種社會學概念描述了人們對某一群體持有的固定印象，常基於對該群體的簡化或概括，可能導致歧視和偏見的形成。請問這個概念的名稱是？,刻板印象
社會,困難,這種社會學理論強調符號和互動在社會生活中的重要性，認為人們通過解釋他人的行為和回應來創造意義，由喬治·赫伯特·米德等人發展。請問這種理論的名稱是？,符號互動論
社會,困難,這種社會現象描述了個人在現代社會中因社會關係減弱而產生的孤立和疏離感，常與都市化和工業化進程相關，在社會學研究中有重要地位。請問這種現象的名稱是？,社會疏離/異化
社會,困難,這種社會資本形式是指個人通過與不同社會群體和組織的聯繫所獲得的資源，有助於跨越社會階層獲取信息和機會，由社會學家格蘭諾維特提出。請問這種社會資本的類型是？,橋樑型社會資本
社會,困難,這種社會學方法強調研究者通過沉浸在所研究的社會環境中來理解文化，要求長期參與觀察和深度訪談，源於人類學但廣泛應用於社會學研究。請問這種研究方法的名稱是？,民族誌學研究法
社會,困難,這種社會政策模式強調政府在提供社會福利方面的主導作用，特別發達於北歐國家，以高稅收、全民福利和強調平等為特點。請問這種福利國家模式的名稱是？,斯堪的納維亞模式/北歐模式
生活,簡單,這種烹飪技術是將食材放在熱油中烹調，使其外表酥脆而內部保持濕潤，常用於製作炸雞、薯條等食品。請問這種烹飪方法的名稱是？,油炸
生活,簡單,這種居家整理方法強調將物品分類存放，減少雜亂，提高生活品質，近年在全球流行，帶動了收納產業的發展。請問這種活動的通用名稱是？,收納/整理
生活,簡單,這種中式烹飪技法是利用大火快速翻炒食材，保持食材的色香味並縮短烹飪時間，是中國烹飪的代表性技法之一。請問這種烹飪方法的名稱是？,爆炒/快炒
生活,簡單,這種健康概念強調身心的平衡與和諧，包括健康飲食、規律運動、充足睡眠和壓力管理等多個方面，是現代健康生活的核心理念。請問這種生活方式的名稱是？,健康生活方式/養生
生活,簡單,這種家居風格強調簡約、功能性和清爽的線條，源於20世紀中期的斯堪的納維亞設計，以淺色木質、白色牆面和簡潔家具為特點。請問這種風格的名稱是？,北歐風格
生活,中等,這種日本飲食理念強調食物的季節性、新鮮度和簡約美學，重視食材的原始風味和視覺呈現，被視為日本飲食文化的精髓。請問這種理念的名稱是？,和食
生活,中等,這種源於中國古代的飲食觀念認為食物可以分為「熱性」和「冷性」，食用時應根據體質和季節選擇平衡的食物，至今仍影響著東亞飲食習慣。請問這種觀念的名稱是？,食物寒熱性質理論
生活,中等,這種烹飪技術是將食材放入密封袋中，在精確控溫的水浴中長時間慢煮，保持食材的多汁和風味，被高級餐廳和家庭廚師廣泛採用。請問這種烹調方法的名稱是？,真空低溫烹調/舒肥法(Sous Vide)
生活,中等,這種法國傳統麵包製作方法強調使用簡單原料（麵粉、水、鹽和酵母）和長時間發酵，形成特有的硬皮和開放式氣孔結構。請問這種麵包的名稱是？,法棍
生活,中等,這種起源於日本的個人發展理念強調尋找個人存在的意義和價值，概念包含「使命」、「熱愛的事」和「能夠獲得報酬的事」三個要素的交集。請問這個概念的名稱是？,生活目標/Ikigai
生活,困難,這種希臘飲食模式以橄欖油、蔬菜、水果、豆類、魚類為主，紅肉攝入較少，被研究證明有助於降低心血管疾病風險，是UNESCO非物質文化遺產。請問這種飲食模式的名稱是？,地中海飲食
生活,困難,這種源自中國傳統醫學的健康理念強調通過調整呼吸、姿勢和意念來培養和引導體內能量，有動功和靜功之分，如八段錦、五禽戲等。請問這種健康實踐的名稱是？,氣功
生活,困難,這種源於北歐的生活理念強調簡單、舒適和溫馨，特別重視在寒冷季節創造溫暖的家庭氛圍，如點蠟燭、喝熱飲等，在近年全球流行。請問這種生活理念的名稱是？,丹麥式幸福/Hygge
生活,困難,這種園藝技術不使用土壤，而是在富含營養的水溶液中種植植物，可以在室內或受控環境中高效種植，越來越多地用於都市農業。請問這種種植技術的名稱是？,水培/水耕法
生活,困難,這種源自日本的家居整理哲學由近藤麻理惠推廣，核心原則是只保留「帶來喜悅」的物品，並有特定的折疊和收納方法，在全球引發了整理風潮。請問這種整理方法的名稱是？,KonMari方法/近藤麻理惠整理法
語言,簡單,這種語言現象是指一個詞有多個相關的不同意義，如「手」可以指人體的一部分，也可以指代「人手」即人力資源。請問這種語言現象的名稱是？,多義詞
語言,簡單,這種修辭手法通過把兩個或多個相反的概念、詞語或句子並列，形成鮮明對比，如「天下興亡，匹夫有責」。請問這種修辭手法的名稱是？,對比/對偶
語言,簡單,這種漢語拼音方案於1958年在中國正式公布使用，以拉丁字母為基礎，標注漢字的讀音，成為中國大陸的標準拼音系統。請問這種拼音系統的正式名稱是？,漢語拼音
語言,簡單,這種語言現象是指不同語言的詞彙之間的意義相同或相近，如英語的「hello」和法語的「bonjour」都表示問候。請問這種語言學概念的名稱是？,同義詞
語言,簡單,這種修辭手法是把人的情感和特質賦予無生命的事物或抽象概念，如「春風吻醒了花朵」、「時間會告訴我們答案」。請問這種修辭手法的名稱是？,擬人
語言,中等,這種語言學概念是指一種語言在特定地區形成的變體，有自己的詞彙、語法和發音特點，但仍被視為同一語言，如粵語、閩南語等。請問這種語言變體的名稱是？,方言
語言,中等,這種翻譯策略注重傳達原文的意思和效果，而非逐字逐句翻譯，使譯文在目標語言中更為自然流暢，常用於文學和商業翻譯。請問這種翻譯策略的名稱是？,意譯
語言,中等,這種語言學現象是指詞彙借用過程中的變形，如英語「hamburger」在日語中變為「ハンバーガー」(hanbāgā)，反映了語言接觸的結果。請問這種現象的名稱是？,音譯/語音適應
語言,中等,這種語言學研究方法關注語言的實際使用情況，研究語言如何在不同社會環境中使用，以及語言和社會因素如性別、階級的關係。請問這種研究領域的名稱是？,社會語言學
語言,中等,這種語言現象是指在一句話中使用兩種或多種語言或方言，如「我要去買 coffee」，在雙語或多語社會中常見。請問這種現象的名稱是？,語碼轉換
語言,困難,這種語言學理論由瑞士語言學家索緒爾提出，將語言視為符號系統，每個符號由「能指」（聲音形式）和「所指」（概念）組成，為現代語言學奠定了基礎。請問這種理論的名稱是？,結構主義語言學
語言,困難,這種語言變化現象是指當一個詞的意義逐漸變得更負面的過程，如英語中「gossip」最初指「親密朋友」，現在則指「閒言碎語」。請問這種語義變化的名稱是？,貶義化
語言,困難,這種文字系統使用符號表示詞或詞素而非音素，如漢字和埃及象形文字，與表音文字如拉丁字母不同。請問這種文字系統的名稱是？,意符文字/表意文字
語言,困難,這種語言現象描述了某些語言對特定顏色、親屬關係或其他概念有更精細的區分，反映了不同文化對世界的不同認知方式。請問這種語言學概念的名稱是？,語義場理論
語言,困難,這種語言學分析方法研究言語行為如承諾、命令、請求等，關注言語的功能而非形式，由英國哲學家奧斯汀提出並由塞爾進一步發展。請問這種理論的名稱是？,言語行為理論
地理,簡單,有「千島之國」的美譽，由超過17000個島嶼組成，位於東南亞，是東南亞最大的國家，首都為雅加達。請問這個國家是？,印尼/印度尼西亞
地理,簡單,這個地區位於中國南部海岸，總面積約為1106平方公里，由香港島、九龍半島、新界和262個離島組成，有「東方之珠」美譽。請問這個特別行政區的名稱是？,香港
地理,簡單,這個城市的泰晤士河是其重要地標，有「霧都」的稱號，擁有著名的大笨鐘和倫敦眼摩天輪，是英國的首都。請問這個城市是？,倫敦
地理,中等,這個城市橫跨兩個大陸，博斯普魯斯海峽將其分為歐洲和亞洲部分，曾經是拜占庭帝國的首都，後來成為奧斯曼帝國的首都，現在是土耳其最大城市。請問這個城市的名稱是？,伊斯坦堡
地理,中等,這個山脈總長約7000公里，橫跨南美七個國家，是世界上最長的陸地山脈，也是南美洲最主要的地理特徵，許多古代文明如印加帝國曾在此發展。請問這個山脈的名稱是？,安第斯山脈
地理,中等,這個峽谷位於美國西南部，由科羅拉多河長時間沖刷形成，深達1800米，寬達29公里，是美國最受歡迎的國家公園之一，也是世界著名的自然奇觀。請問這個峽谷的名稱是？,大峽谷
地理,困難,這個沙漠位於中國新疆維吾爾自治區，總面積約為4.88萬平方公里，是中國第二大沙漠，被稱為「死亡之海」，沙漠中有「月牙泉」等著名景觀，也是古絲綢之路的必經之地。請問這個沙漠的名稱是？,塔克拉瑪幹沙漠
地理,困難,這條海溝位於太平洋西部，最深處超過1.1萬米，是地球上已知最深的海溝，名字來自一艘探測它的英國皇家海軍測量船，馬里亞納群島就位於其附近。請問這個海溝的名稱是？,馬里亞納海溝
地理,困難,這個極地現象由帶電粒子撞擊大氣層而產生，常見於高緯度地區，在北半球稱為北極光，在南半球稱為南極光，呈現出各種顏色的光帶，是許多旅行者夢寐以求的自然景觀。請問這個地理現象的科學名稱是？,極光/Aurora
地理,困難,這個湖泊位於非洲東部，由東非大裂谷形成，面積約32900平方公里，最深處達1470米，是世界上第二深的湖泊，也是世界上第二古老的湖泊，擁有超過1000種魚類，其中大部分為特有物種。請問這個湖泊的名稱是？,坦噶尼喀湖
文學,簡單,這個童話故事講述了一個貧窮小女孩在嚴寒的除夕夜裡，點燃火柴來取暖，幻想溫暖的場景，最後在街頭凍死的悲傷故事。請問這個由丹麥作家安徒生創作的童話是？,賣火柴的小女孩
文學,簡單,這部中國古典名著描述了一百零八位好漢聚集梁山泊的故事，主要人物包括宋江、武松、魯智深等，被譽為中國四大名著之一。請問這部小說的名稱是？,水滸傳
文學,簡單,這位英國作家以幽默誇張且充滿想像力的風格聞名，作品包括《查理和巧克力工廠》、《了不起的狐狸爸爸》、《女巫》等知名兒童文學作品。請問這位作家是誰？,羅爾德·達爾（Roald Dahl）
文學,中等,這位詩人有「詩仙」的稱號，著有《將進酒》中「人生得意須盡歡，莫使金樽空對月」的名句，其「天生我材必有用，千金散盡還復來」的詩句廣為人知。請問這位唐代詩人是誰？,李白
文學,中等,這部小說描述了主角麥克墨菲在精神病院的經歷，探討了個人自由與集體壓制的主題，後被改編成由傑克·尼科爾森主演的奧斯卡獲獎電影。請問這部由肯·克西所著的小說是？,飛越瘋人院
文學,中等,這部作品被視為法國文學的巔峰之作，主角冉阿讓因偷麵包入獄，獲釋後受主教感化而改過自新，還描述了賈維爾、珂賽特等人物的故事，反映了19世紀法國社會的動盪。請問這部由維克多·雨果所著的小說是？,悲慘世界
